59.000000,29.690000,36.707013
83.000000,64.380000,65.252133
74.000000,54.280000,54.547713
61.000000,38.210000,39.085773
61.000000,39.530000,39.085773
91.000000,75.580000,74.767173
58.000000,35.130000,35.517633
45.000000,22.340000,20.055693
53.000000,25.710000,29.570733
79.000000,61.710000,60.494613
47.000000,22.120000,22.434453
80.000000,62.790000,61.683993
90.000000,67.580000,73.577793
64.000000,40.280000,42.653913
54.000000,31.940000,30.760113
78.000000,59.620000,59.305233
92.000000,78.200000,75.956553
40.000000,11.880000,14.108793
84.000000,68.280000,66.441513
50.000000,25.680000,26.002593
89.000000,71.510000,72.388413
73.000000,52.130000,53.358333
76.000000,56.590000,56.926473
48.000000,24.680000,23.623833
73.000000,52.420000,53.358333
88.000000,69.780000,71.199033
58.000000,32.390000,35.517633
69.000000,48.770000,48.600813
69.000000,42.500000,48.600813
73.000000,51.820000,53.358333
90.000000,77.390000,73.577793
77.000000,53.070000,58.115853
78.000000,58.310000,59.305233
87.000000,65.190000,70.009653
53.000000,28.480000,29.570733
45.000000,19.230000,20.055693
58.000000,36.790000,35.517633
63.000000,39.170000,41.464533
56.000000,34.470000,33.138873
75.000000,57.840000,55.737093
71.000000,49.340000,50.979573
86.000000,69.660000,68.820273
81.000000,64.230000,62.873373
78.000000,58.130000,59.305233
83.000000,65.660000,65.252133
65.000000,43.280000,43.843293
66.000000,45.070000,45.032673
78.000000,59.120000,59.305233
85.000000,64.310000,67.630893
61.000000,38.100000,39.085773
76.000000,59.430000,56.926473
72.000000,51.550000,52.168953
55.000000,33.910000,31.949493
72.000000,48.960000,52.168953
82.000000,66.570000,64.062753
77.000000,60.860000,58.115853
75.000000,55.340000,55.737093
81.000000,61.520000,62.873373
54.000000,29.750000,30.760113
51.000000,32.180000,27.191973
94.000000,80.940000,78.335313
85.000000,67.880000,67.630893
75.000000,58.850000,55.737093
49.000000,27.810000,24.813213
73.000000,54.400000,53.358333
52.000000,28.820000,28.381353
92.000000,75.600000,75.956553
84.000000,65.400000,66.441513
66.000000,45.050000,45.032673
74.000000,57.100000,54.547713
79.000000,67.420000,60.494613
66.000000,40.650000,45.032673
95.000000,80.970000,79.524693
