83.000000,60.780000
42.000000,18.650000
80.000000,55.470000
68.000000,45.890000
99.000000,87.080000
74.000000,55.520000
84.000000,63.350000
54.000000,33.710000
70.000000,49.950000
75.000000,58.620000
90.000000,75.110000
86.000000,69.590000
43.000000,15.880000
85.000000,61.820000
87.000000,70.640000
84.000000,68.540000
81.000000,65.860000
64.000000,40.570000
85.000000,62.990000
65.000000,47.360000
86.000000,69.190000
65.000000,41.090000
99.000000,89.290000
79.000000,59.930000
58.000000,31.560000
68.000000,49.600000
78.000000,61.220000
77.000000,59.480000
64.000000,44.070000
62.000000,41.440000
76.000000,53.480000
80.000000,64.450000
79.000000,59.690000
41.000000,18.820000
85.000000,70.300000
59.000000,38.180000
76.000000,53.170000
73.000000,53.970000
74.000000,50.650000
87.000000,70.290000
78.000000,62.200000
61.000000,37.300000
61.000000,37.660000
82.000000,64.860000
64.000000,38.570000
50.000000,27.310000
55.000000,29.530000
59.000000,37.740000
67.000000,50.620000
60.000000,39.690000
87.000000,70.430000
46.000000,19.810000
68.000000,43.730000
89.000000,73.320000
80.000000,61.820000
90.000000,75.940000
72.000000,52.470000
61.000000,39.420000
74.000000,58.610000
39.000000,13.170000
72.000000,53.590000
78.000000,57.930000
65.000000,44.310000
84.000000,65.120000
78.000000,60.890000
71.000000,46.740000
70.000000,49.460000
72.000000,53.570000
77.000000,57.520000
57.000000,30.890000
88.000000,69.670000
54.000000,27.990000
92.000000,75.040000
101.000000,81.910000
81.000000,62.320000
64.000000,44.850000
71.000000,53.040000
55.000000,34.190000
59.000000,37.500000
75.000000,55.910000
89.000000,73.160000
72.000000,57.180000
54.000000,30.090000
79.000000,62.520000
68.000000,41.680000
74.000000,54.260000
73.000000,55.010000
90.000000,73.940000
79.000000,57.440000
82.000000,61.850000
84.000000,63.630000
72.000000,50.010000
55.000000,27.680000
56.000000,33.220000
60.000000,35.060000
98.000000,84.120000
67.000000,45.260000
54.000000,27.410000
70.000000,49.120000
95.000000,80.980000
58.000000,33.440000
59.000000,32.290000
49.000000,23.540000
80.000000,63.460000
48.000000,22.290000
84.000000,64.100000
81.000000,62.120000
74.000000,50.640000
71.000000,52.170000
77.000000,56.430000
44.000000,19.070000
74.000000,54.360000
77.000000,60.750000
90.000000,74.800000
71.000000,54.590000
63.000000,50.170000
52.000000,29.390000
71.000000,49.600000
65.000000,42.100000
67.000000,42.940000
65.000000,42.720000
79.000000,59.490000
61.000000,38.160000
77.000000,59.870000
94.000000,75.700000
78.000000,60.460000
60.000000,36.250000
86.000000,64.850000
76.000000,52.840000
81.000000,64.360000
82.000000,62.850000
67.000000,44.850000
54.000000,28.370000
53.000000,32.600000
50.000000,22.890000
66.000000,47.520000
93.000000,79.760000
66.000000,48.260000
66.000000,42.160000
68.000000,46.900000
52.000000,30.670000
69.000000,47.780000
81.000000,62.360000
77.000000,56.330000
70.000000,52.670000
71.000000,53.330000
90.000000,71.120000
79.000000,64.630000
82.000000,66.060000
99.000000,85.130000
81.000000,59.470000
77.000000,57.470000
82.000000,63.410000
95.000000,78.200000
80.000000,65.420000
85.000000,65.990000
79.000000,56.340000
93.000000,77.180000
97.000000,82.500000
84.000000,66.260000
68.000000,47.350000
76.000000,59.690000
70.000000,50.310000
66.000000,47.360000
48.000000,23.780000
68.000000,50.740000
68.000000,47.170000
48.000000,25.010000
